time_id,data_id,system.code,station.code,date,time,depth (m),T (C),SC (uS/cm),pH,DOx (mg/L),Tn (NTU),ORP (mV),Chl (ug/L)
1533356,1786585,OSWR,B143,9/29/2009,12:19:00,2.3,17.87,750,8.06,8.51,4.8,,3.3
1533754,1787176,OSWR,B143,9/29/2009,14:19:00,2.3,17.88,749,8.07,8.64,4.9,,3.2
1533755,1787177,OSWR,B143,9/29/2009,16:19:00,2.4,17.97,748,8.1,8.84,4.6,,2.4
1533756,1787178,OSWR,B143,9/29/2009,18:19:00,2.4,17.92,747,8.09,8.79,4.7,,2.6
1533757,1787179,OSWR,B143,9/29/2009,20:19:00,2.4,17.87,747,8.1,8.85,4.1,,3.9
1533758,1787180,OSWR,B143,9/29/2009,22:19:00,2.4,17.83,747,8.1,8.89,5.5,,3.4
1533759,1787181,OSWR,B143,9/30/2009,0:19:00,2.4,17.78,746,8.09,8.85,4.7,,2.4
1533760,1787182,OSWR,B143,9/30/2009,2:19:00,2.5,17.72,746,8.09,8.81,5.4,,3.3
1533761,1787183,OSWR,B143,9/30/2009,4:19:00,2.5,17.61,746,8.09,8.82,4.5,,3.1
1533762,1787184,OSWR,B143,9/30/2009,6:19:00,2.5,17.51,746,8.08,8.76,4.5,,2.5
1533763,1787185,OSWR,B143,9/30/2009,8:19:00,2.5,17.34,745,8.07,8.72,4.4,,2.3
1533764,1787186,OSWR,B143,9/30/2009,10:19:00,2.5,17.2,742,8.07,8.78,4.8,,3
1533765,1787187,OSWR,B143,9/30/2009,12:19:00,2.5,17.17,739,8.08,8.84,4.4,,2.8
1534844,1807390,OSWR,B143,9/30/2009,14:19:00,2.5,17.07,734,8.1,8.95,4.1,,2.8
1534846,1807392,OSWR,B143,9/30/2009,16:19:00,2.5,17.01,731,8.1,9.04,4.1,,2.2
1534848,1807394,OSWR,B143,9/30/2009,18:19:00,2.5,16.97,731,8.13,9.18,5.4,,2.5
1534851,1807396,OSWR,B143,9/30/2009,20:19:00,2.5,16.98,743,8.16,9.35,5,,1.9
1534852,1807398,OSWR,B143,9/30/2009,22:19:00,2.5,16.94,762,8.12,9.18,5.8,,2.9
1534855,1807401,OSWR,B143,10/1/2009,0:19:00,2.5,16.82,779,8.09,9.05,4.2,,3.1
1534858,1807404,OSWR,B143,10/1/2009,2:19:00,2.5,16.71,799,8.06,8.97,4.5,,2.7
1534860,1807406,OSWR,B143,10/1/2009,4:19:00,2.5,16.61,817,8.04,8.91,5.1,,3.3
1534862,1807408,OSWR,B143,10/1/2009,6:19:00,2.5,16.53,831,8.03,8.89,4.6,,2.6
1534863,1807409,OSWR,B143,10/1/2009,8:19:00,2.5,16.46,854,8.01,8.89,5.1,,3.1
1534864,1807410,OSWR,B143,10/1/2009,10:19:00,2.5,16.42,872,8.01,8.96,5.2,,2.7
1534865,1807411,OSWR,B143,10/1/2009,12:19:00,2.5,16.44,889,8.03,9.09,4.7,,2.7
1535318,1810515,OSWR,B143,10/1/2009,14:19:00,2.5,16.42,898,8.05,9.22,3.9,,2.9
1535319,1810516,OSWR,B143,10/1/2009,16:19:00,2.5,16.37,919,8.01,9.14,4.4,,2.9
1535320,1810517,OSWR,B143,10/1/2009,18:19:00,2.5,16.34,932,8.01,9.12,3.3,,2.8
1535321,1810518,OSWR,B143,10/1/2009,20:19:00,2.5,16.3,937,8.01,9.08,3.9,,2
1535322,1810519,OSWR,B143,10/1/2009,22:19:00,2.5,16.26,941,8,9.03,4.9,,3.1
1535323,1810520,OSWR,B143,10/2/2009,0:19:00,2.5,16.18,943,7.99,9.05,4.4,,2
1535324,1810521,OSWR,B143,10/2/2009,2:19:00,2.5,16.13,940,7.98,9.04,3.7,,2.5
1535325,1810522,OSWR,B143,10/2/2009,4:19:00,2.5,16.05,924,7.98,9.06,3.4,,2.1
1535326,1810523,OSWR,B143,10/2/2009,6:19:00,2.5,15.99,897,7.98,9.03,4.5,,2.3
1535327,1810524,OSWR,B143,10/2/2009,8:19:00,2.5,15.93,873,7.98,9.08,4.1,,2.3
1535328,1810525,OSWR,B143,10/2/2009,10:19:00,2.5,15.96,849,8.01,9.28,6,,2.4
1535329,1810526,OSWR,B143,10/2/2009,12:19:00,2.5,15.94,839,8.01,9.31,5.6,,2.3
1535680,1811892,OSWR,B143,10/2/2009,14:19:00,2.5,15.88,832,8.01,9.26,4.6,,2.9
1535681,1811893,OSWR,B143,10/2/2009,16:19:00,2.5,15.86,819,8.01,9.29,5.4,,2.8
1535682,1811894,OSWR,B143,10/2/2009,18:19:00,2.4,15.78,797,8.01,9.31,5.5,,2.6
1535683,1811895,OSWR,B143,10/2/2009,20:19:00,2.4,15.72,774,8.01,9.37,6.1,,2.7
1535684,1811896,OSWR,B143,10/2/2009,22:19:00,2.4,15.68,757,7.99,9.22,6.1,,3.4
1535685,1811897,OSWR,B143,10/3/2009,0:19:00,2.4,15.68,737,7.99,9.1,6.3,,3.4
1535686,1811898,OSWR,B143,10/3/2009,2:19:00,2.5,15.64,719,7.98,9.03,6.1,,3.1
1535687,1811899,OSWR,B143,10/3/2009,4:19:00,2.5,15.58,677,7.98,9.01,7,,3.3
1535688,1811900,OSWR,B143,10/3/2009,6:19:00,2.5,15.48,616,7.98,9.03,6.9,,2.9
1535689,1811901,OSWR,B143,10/3/2009,8:19:00,2.5,15.38,573,7.97,9.04,7,,2.3
1535690,1811902,OSWR,B143,10/3/2009,10:19:00,2.5,15.36,545,7.96,9.1,8.3,,3.6
1535691,1811903,OSWR,B143,10/3/2009,12:19:00,2.4,15.42,528,7.96,9.25,8.8,,3
1536160,1813008,OSWR,B143,10/3/2009,14:19:00,2.5,15.45,529,7.96,9.28,8.1,,2.7
1536161,1813009,OSWR,B143,10/3/2009,16:19:00,2.5,15.54,536,7.96,9.34,7.5,,3.4
1536162,1813010,OSWR,B143,10/3/2009,18:19:00,2.5,15.57,544,7.96,9.38,6.3,,2.7
1536163,1813011,OSWR,B143,10/3/2009,20:19:00,2.5,15.58,546,7.96,9.43,6.3,,2.7
1536164,1813012,OSWR,B143,10/3/2009,22:19:00,2.5,15.57,552,7.95,9.43,5.6,,1.9
1536165,1813013,OSWR,B143,10/4/2009,0:19:00,2.5,15.55,561,7.96,9.51,5.5,,2.4
1536166,1813014,OSWR,B143,10/4/2009,2:19:00,2.5,15.5,566,7.96,9.5,4.9,,2.4
1536167,1813015,OSWR,B143,10/4/2009,4:19:00,2.5,15.44,571,7.96,9.51,5.5,,2.7
1536168,1813016,OSWR,B143,10/4/2009,6:19:00,2.5,15.43,576,7.96,9.5,5.3,,2.6
1536169,1813017,OSWR,B143,10/4/2009,8:19:00,2.5,15.36,580,7.96,9.47,5,,1.9
1536170,1813018,OSWR,B143,10/4/2009,10:19:00,2.5,15.34,581,7.96,9.39,4.2,,2.8
1536171,1813019,OSWR,B143,10/4/2009,12:19:00,2.5,15.32,581,7.96,9.33,4.6,,2.1
1539097,1872831,OSWR,B143,10/4/2009,14:19:00,2.5,15.29,581,7.95,9.28,5.5,,1.8
1539098,1872832,OSWR,B143,10/4/2009,16:19:00,2.5,15.33,581,7.95,9.26,4,,2.7
1539099,1872833,OSWR,B143,10/4/2009,18:19:00,2.5,15.34,581,7.94,9.16,4.1,,2.7
1539100,1872834,OSWR,B143,10/4/2009,20:19:00,2.5,15.34,579,7.94,9.03,4.3,,2.2
1539101,1872835,OSWR,B143,10/4/2009,22:19:00,2.5,15.33,577,7.94,9,3.7,,2.5
1539102,1872836,OSWR,B143,10/5/2009,0:19:00,2.5,15.29,573,7.93,9,3.6,,2
1539103,1872837,OSWR,B143,10/5/2009,2:19:00,2.5,15.26,569,7.93,9,3.4,,2.7
1539104,1872838,OSWR,B143,10/5/2009,4:19:00,2.5,15.22,565,7.93,9,3.5,,2.2
1539105,1872839,OSWR,B143,10/5/2009,6:19:00,2.5,15.18,565,7.93,9.01,3.3,,2
1539106,1872840,OSWR,B143,10/5/2009,8:19:00,2.5,15.17,566,7.94,9.14,3.7,,2.8
1539107,1872841,OSWR,B143,10/5/2009,10:19:00,2.5,15.18,571,7.95,9.22,3.2,,1.9
1539108,1872842,OSWR,B143,10/5/2009,12:19:00,2.5,15.17,577,7.96,9.31,4.6,,2
1541600,1919283,OSWR,B143,10/5/2009,14:19:00,2.5,15.19,584,7.95,9.29,3.4,,2.1
1541601,1919284,OSWR,B143,10/5/2009,16:19:00,2.5,15.19,590,7.95,9.26,4.1,,2.3
1541602,1919285,OSWR,B143,10/5/2009,18:19:00,2.5,15.14,594,7.95,9.43,4.4,,2.3
1541603,1919286,OSWR,B143,10/5/2009,20:19:00,2.5,15.1,591,7.95,9.42,4.4,,3
1541604,1919287,OSWR,B143,10/5/2009,22:19:00,2.5,15.01,587,7.95,9.45,4.3,,2.1
1541605,1919288,OSWR,B143,10/6/2009,0:19:00,2.5,14.94,582,7.96,9.51,4.7,,2.5
1541606,1919289,OSWR,B143,10/6/2009,2:19:00,2.5,14.92,578,7.97,9.64,4.9,,2.3
1541607,1919290,OSWR,B143,10/6/2009,4:19:00,2.5,14.92,578,7.98,9.55,5.3,,2.1
1541608,1919291,OSWR,B143,10/6/2009,6:19:00,2.5,14.86,579,7.97,9.53,5.9,,3.1
1541609,1919292,OSWR,B143,10/6/2009,8:19:00,2.5,14.82,582,7.95,9.47,5.4,,2.9
1541610,1919293,OSWR,B143,10/6/2009,10:19:00,2.5,14.77,592,7.93,9.42,5.6,,3.1
1541611,1919294,OSWR,B143,10/6/2009,12:19:00,2.5,14.83,602,7.93,9.39,5.6,,3
1543967,1966374,OSWR,B143,10/6/2009,14:19:00,2.5,14.9,613,7.93,9.42,4.9,,2.7
1543968,1966375,OSWR,B143,10/6/2009,16:19:00,2.5,14.98,622,7.93,9.35,4.4,,1.9
1543969,1966376,OSWR,B143,10/6/2009,18:19:00,2.5,15.02,627,7.94,9.34,5.8,,2.6
1543970,1966377,OSWR,B143,10/6/2009,20:19:00,2.4,15.07,626,7.94,9.37,5.3,,2.1
1543971,1966378,OSWR,B143,10/6/2009,22:19:00,2.4,15.08,620,7.95,9.45,5.2,,2.3
1543972,1966379,OSWR,B143,10/7/2009,0:19:00,2.4,15.02,614,7.96,9.53,4.3,,2.6
1543973,1966380,OSWR,B143,10/7/2009,2:19:00,2.3,15,611,7.96,9.55,4.3,,2.9
1543974,1966381,OSWR,B143,10/7/2009,4:19:00,2.3,14.99,606,7.96,9.6,4.6,,3.1
1543975,1966382,OSWR,B143,10/7/2009,6:19:00,2.3,14.99,602,7.97,9.6,4.1,,2.4
1543976,1966383,OSWR,B143,10/7/2009,8:19:00,2.3,14.98,598,7.97,9.6,4.1,,2.3
1543977,1966384,OSWR,B143,10/7/2009,10:19:00,2.3,14.93,594,7.96,9.51,3.4,,2.4
1543978,1966385,OSWR,B143,10/7/2009,12:19:00,2.3,14.85,588,7.96,9.39,3.7,,2
1546377,2019382,OSWR,B143,10/7/2009,14:19:00,2.4,14.83,583,7.95,9.33,4.3,,2.1
1546378,2019383,OSWR,B143,10/7/2009,16:19:00,2.4,14.77,578,7.95,9.29,4,,2.4
1546379,2019384,OSWR,B143,10/7/2009,18:19:00,2.4,14.7,574,7.95,9.26,3.5,,2.4
1546380,2019385,OSWR,B143,10/7/2009,20:19:00,2.5,14.67,569,7.95,9.26,3.6,,2.6
1546381,2019386,OSWR,B143,10/7/2009,22:19:00,2.5,14.63,565,7.95,9.28,3.3,,2.3
1546382,2019387,OSWR,B143,10/8/2009,0:19:00,2.5,14.58,562,7.95,9.33,3.3,,2.2
1546383,2019388,OSWR,B143,10/8/2009,2:19:00,2.5,14.52,559,7.96,9.32,3.5,,2.2
1546384,2019389,OSWR,B143,10/8/2009,4:19:00,2.5,14.44,558,7.97,9.33,3.5,,2.9
1546385,2019390,OSWR,B143,10/8/2009,6:19:00,2.5,14.36,562,7.97,9.33,3.4,,2.5
1546386,2019391,OSWR,B143,10/8/2009,8:19:00,2.6,14.33,568,7.98,9.33,3.3,,2.9
1546387,2019392,OSWR,B143,10/8/2009,10:19:00,2.6,14.34,578,7.97,9.35,3,,2.2
1546732,2020164,OSWR,B143,10/8/2009,16:19:00,2.6,14.73,594,7.98,9.46,2.6,,2.2
1546733,2020165,OSWR,B143,10/8/2009,18:19:00,2.5,14.47,614,7.95,9.38,3.2,,2.1
1546734,2020166,OSWR,B143,10/8/2009,20:19:00,2.5,14.51,622,7.95,9.41,3.5,,2.2
1546735,2020167,OSWR,B143,10/8/2009,22:19:00,2.5,14.59,632,7.95,9.47,2.9,,2.5
1546736,2020168,OSWR,B143,10/9/2009,0:19:00,2.5,14.61,640,7.95,9.51,2.8,,1.6
1546737,2020169,OSWR,B143,10/9/2009,2:19:00,2.5,14.59,653,7.94,9.49,3,,1.8
1546738,2020170,OSWR,B143,10/9/2009,4:19:00,2.5,14.6,658,7.95,9.53,2.5,,2
1546739,2020171,OSWR,B143,10/9/2009,6:19:00,2.5,14.66,674,7.96,9.64,2.5,,2
1546741,2020173,OSWR,B143,10/9/2009,8:19:00,2.5,14.7,693,7.97,9.75,2.5,,2
1546743,2020175,OSWR,B143,10/9/2009,10:19:00,2.5,14.7,703,7.97,9.74,2.8,,1.7
1546745,2020177,OSWR,B143,10/9/2009,12:19:00,2.5,14.69,718,7.96,9.63,2.9,,2.3
1547070,2020851,OSWR,B143,10/9/2009,14:19:00,2.5,14.7,734,7.94,9.63,2.7,,2.7
1547071,2020852,OSWR,B143,10/9/2009,16:19:00,2.5,14.7,727,7.94,9.51,2.5,,2.7
1547072,2020853,OSWR,B143,10/9/2009,18:19:00,2.4,14.7,735,7.93,9.39,2.7,,1.9
1547073,2020854,OSWR,B143,10/9/2009,20:19:00,2.4,14.72,734,7.94,9.41,2.7,,2.1
1547074,2020855,OSWR,B143,10/9/2009,22:19:00,2.4,14.72,736,7.94,9.33,2.7,,1.3
1547077,2020858,OSWR,B143,10/10/2009,0:19:00,2.4,14.7,734,7.94,9.29,2.7,,2.5
1547079,2020860,OSWR,B143,10/10/2009,2:19:00,2.4,14.7,728,7.94,9.34,2.8,,2.4
1547081,2020862,OSWR,B143,10/10/2009,4:19:00,2.4,14.65,716,7.95,9.37,2.8,,1.9
1547083,2020864,OSWR,B143,10/10/2009,6:19:00,2.5,14.59,701,7.95,9.38,3.2,,2.4
1547084,2020865,OSWR,B143,10/10/2009,8:19:00,2.5,14.51,688,7.94,9.39,3,,1.8
1547086,2020867,OSWR,B143,10/10/2009,10:19:00,2.5,14.43,675,7.93,9.35,2.9,,1.9
1547088,2020869,OSWR,B143,10/10/2009,12:19:00,2.5,14.42,656,7.93,9.43,3.2,,2.8
1547334,2021434,OSWR,B143,10/10/2009,14:19:00,2.5,14.43,644,7.93,9.5,3.6,,2.8
1547335,2021435,OSWR,B143,10/10/2009,16:19:00,2.5,14.5,636,7.93,9.43,3.8,,1.8
1547336,2021436,OSWR,B143,10/10/2009,18:19:00,2.6,14.47,624,7.92,9.43,3.9,,2.6
1547338,2021438,OSWR,B143,10/10/2009,20:19:00,2.6,14.45,614,7.93,9.62,5,,2.5
1547339,2021440,OSWR,B143,10/10/2009,22:19:00,2.6,14.38,611,7.93,9.6,4.1,,2.2
1547342,2021442,OSWR,B143,10/11/2009,0:19:00,2.6,14.29,610,7.94,9.67,4.4,,2.3
1547345,2021445,OSWR,B143,10/11/2009,2:19:00,2.6,14.27,609,7.95,9.76,4.4,,2.7
1547347,2021447,OSWR,B143,10/11/2009,4:19:00,2.5,14.23,608,7.96,9.83,3.4,,2.7
1547348,2021448,OSWR,B143,10/11/2009,6:19:00,2.6,14.13,606,7.96,9.85,4.1,,3.2
1547350,2021450,OSWR,B143,10/11/2009,8:19:00,2.6,13.99,604,7.95,9.88,4.2,,3.2
1547352,2021452,OSWR,B143,10/11/2009,10:19:00,2.5,13.93,603,7.94,9.89,4.3,,4.3
1547354,2021454,OSWR,B143,10/11/2009,12:19:00,2.6,13.94,602,7.94,9.96,4.2,,2.9
1547749,2022165,OSWR,B143,10/11/2009,14:19:00,2.6,13.99,602,7.94,9.89,4.2,,2.6
1547750,2022166,OSWR,B143,10/11/2009,16:19:00,2.6,13.98,594,7.96,9.93,4.2,,3.3
1547751,2022167,OSWR,B143,10/11/2009,18:19:00,2.6,13.9,583,7.98,10.36,5.7,,4.6
1547752,2022168,OSWR,B143,10/11/2009,20:19:00,2.6,13.82,578,7.99,10.34,5.5,,4.5
1547753,2022169,OSWR,B143,10/11/2009,22:19:00,2.6,13.69,574,7.99,10.29,4.7,,3.7
1547754,2022170,OSWR,B143,10/12/2009,0:19:00,2.6,13.59,569,7.99,10.29,5.1,,3.1
1547755,2022171,OSWR,B143,10/12/2009,2:19:00,2.6,13.49,565,8,10.26,4.6,,3.1
1547756,2022172,OSWR,B143,10/12/2009,4:19:00,2.6,13.44,565,8,10.27,4.4,,3.1
1547757,2022173,OSWR,B143,10/12/2009,6:19:00,2.7,13.38,568,7.99,10.26,4.7,,2.9
1547758,2022174,OSWR,B143,10/12/2009,8:19:00,2.7,13.27,571,7.98,10.21,4.5,,4.2
1547759,2022175,OSWR,B143,10/12/2009,10:19:00,2.6,13.2,570,7.98,10.19,4.2,,3.4
1547760,2022176,OSWR,B143,10/12/2009,12:19:00,2.7,13.18,567,7.98,10.2,6,,3.4
1548157,2022843,OSWR,B143,10/12/2009,14:19:00,2.7,13.16,566,7.98,10.21,4.7,,2.6
1548158,2022844,OSWR,B143,10/12/2009,16:19:00,2.6,13.16,565,7.98,10.2,4.4,,2.6
1548159,2022845,OSWR,B143,10/12/2009,18:19:00,2.6,13.15,565,7.98,10.2,3.5,,2.9
1548160,2022846,OSWR,B143,10/12/2009,20:19:00,2.6,13.14,566,7.98,10.19,3.5,,2.5
1548162,2022848,OSWR,B143,10/12/2009,22:19:00,2.6,13.11,569,7.99,10.22,3.1,,2.9
1548165,2022851,OSWR,B143,10/13/2009,0:19:00,2.6,13.1,571,7.98,10.2,3.5,,2.9
1548167,2022853,OSWR,B143,10/13/2009,2:19:00,2.6,13.06,574,7.98,10.17,2.8,,2.6
1548169,2022855,OSWR,B143,10/13/2009,4:19:00,2.6,13.02,577,7.97,10.12,2.9,,2.3
1548171,2022857,OSWR,B143,10/13/2009,6:19:00,2.6,13,581,7.97,10.09,2.9,,2.1
1548172,2022858,OSWR,B143,10/13/2009,8:19:00,2.6,12.99,586,7.97,10.1,2.5,,2.3
1548174,2022860,OSWR,B143,10/13/2009,10:19:00,2.5,12.99,592,7.98,10.22,2.8,,2.7
1548176,2022862,OSWR,B143,10/13/2009,12:19:00,2.5,12.98,598,7.98,10.25,2.7,,2.8
1548178,2022864,OSWR,B143,10/13/2009,14:19:00,2.6,12.93,603,7.98,10.23,2.8,,1.9
1548180,2022866,OSWR,B143,10/13/2009,16:19:00,2.6,12.91,610,7.97,10.13,2.6,,2
1548182,2022868,OSWR,B143,10/13/2009,18:19:00,2.6,12.82,613,7.97,10.03,2.9,,3.1
1548183,2022870,OSWR,B143,10/13/2009,20:19:00,2.6,12.77,618,7.96,9.96,2.9,,2.9
1548186,2022872,OSWR,B143,10/13/2009,22:19:00,2.6,12.7,624,7.96,9.89,4.9,,1.9
1548189,2022875,OSWR,B143,10/14/2009,0:19:00,2.6,12.66,629,7.96,9.87,3.2,,2.5
1548190,2022876,OSWR,B143,10/14/2009,2:19:00,2.6,12.6,638,7.96,9.82,3.2,,2.6
1548192,2022878,OSWR,B143,10/14/2009,4:19:00,2.6,12.56,645,7.95,9.75,2.8,,2.4
1548194,2022880,OSWR,B143,10/14/2009,6:19:00,2.6,12.47,649,7.95,9.72,2.5,,3.1
1548196,2022882,OSWR,B143,10/14/2009,8:19:00,2.6,12.43,654,7.95,9.71,2.3,,1.5
1548198,2022884,OSWR,B143,10/14/2009,10:19:00,2.6,12.41,657,7.95,9.74,2,,2.3
1548200,2022886,OSWR,B143,10/14/2009,12:19:00,2.6,12.4,658,7.96,9.8,2.1,,2.5
1548531,2023219,OSWR,B143,10/14/2009,14:19:00,2.6,12.36,662,7.97,9.82,2,,2.1
1548532,2023220,OSWR,B143,10/14/2009,16:19:00,2.6,12.36,670,7.98,9.89,2.1,,3
1548534,2023222,OSWR,B143,10/14/2009,18:19:00,2.6,12.34,677,7.98,9.88,2.3,,2
1548536,2023224,OSWR,B143,10/14/2009,20:19:00,2.6,12.27,687,7.97,9.91,2,,2.4
1548538,2023226,OSWR,B143,10/14/2009,22:19:00,2.6,12.27,704,7.97,9.96,2.3,,1.6
1548541,2023229,OSWR,B143,10/15/2009,0:19:00,2.6,12.24,714,7.97,9.96,2.3,,1.9
1548543,2023231,OSWR,B143,10/15/2009,2:19:00,2.6,12.14,715,7.96,9.91,2.2,,2.7
1548544,2023232,OSWR,B143,10/15/2009,4:19:00,2.6,12.17,739,7.96,10.03,2.3,,2.2
1548547,2023235,OSWR,B143,10/15/2009,6:19:00,2.6,12.14,756,7.96,10.09,2.1,,1.6
1548549,2023237,OSWR,B143,10/15/2009,8:19:00,2.6,12.08,764,7.96,10.05,2,,1.5
1548551,2023239,OSWR,B143,10/15/2009,10:19:00,2.6,12.02,772,7.96,10.06,2.1,,2.2
1548552,2023240,OSWR,B143,10/15/2009,12:19:00,2.6,12.02,781,7.95,10.06,1.9,,2.5
1548925,2024600,OSWR,B143,10/15/2009,14:19:00,2.6,11.98,788,7.95,10.05,1.9,,2.8
1548926,2024601,OSWR,B143,10/15/2009,16:19:00,2.6,11.95,789,7.95,10.07,2.2,,1.1
1548928,2024603,OSWR,B143,10/15/2009,18:19:00,2.6,11.9,791,7.96,10.09,1.8,,2.8
1548930,2024605,OSWR,B143,10/15/2009,20:19:00,2.6,11.88,793,7.95,10.09,1.9,,2.8
1548932,2024607,OSWR,B143,10/15/2009,22:19:00,2.5,11.84,793,7.96,10.13,2,,1.5
1548935,2024610,OSWR,B143,10/16/2009,0:19:00,2.5,11.86,791,7.98,10.35,1.7,,2.6
1548937,2024612,OSWR,B143,10/16/2009,2:19:00,2.5,11.79,789,7.98,10.32,2,,2
1548938,2024613,OSWR,B143,10/16/2009,4:19:00,2.5,11.75,785,7.98,10.29,1.9,,1.8
1548940,2024614,OSWR,B143,10/16/2009,6:19:00,2.5,11.69,781,7.98,10.29,1.8,,1.6
1548941,2024617,OSWR,B143,10/16/2009,8:19:00,2.6,11.63,774,7.98,10.27,1.9,,2.2
1548943,2024619,OSWR,B143,10/16/2009,10:19:00,2.6,11.59,769,7.98,10.25,1.7,,1.9
1548946,2024622,OSWR,B143,10/16/2009,12:19:00,2.6,11.57,765,7.97,10.22,1.9,,1.7
1549234,2025424,OSWR,B143,10/16/2009,14:19:00,2.6,11.67,762,7.97,10.25,1.7,,2.5
1549236,2025426,OSWR,B143,10/16/2009,16:19:00,2.6,11.7,760,7.98,10.29,1.4,,1.7
1549238,2025429,OSWR,B143,10/16/2009,18:19:00,2.6,11.64,760,7.98,10.25,1.7,,2.3
1549240,2025430,OSWR,B143,10/16/2009,20:19:00,2.6,11.59,758,7.97,10.21,1.6,,2.7
1549241,2025431,OSWR,B143,10/16/2009,22:19:00,2.6,11.51,758,7.97,10.22,1.6,,2.6
1549242,2025432,OSWR,B143,10/17/2009,0:19:00,2.6,11.43,753,7.97,10.17,1.8,,2.9
1549243,2025433,OSWR,B143,10/17/2009,2:19:00,2.6,11.33,746,7.96,10.15,1.6,,1.9
1549244,2025434,OSWR,B143,10/17/2009,4:19:00,2.6,11.34,742,7.95,10.09,1.9,,2.8
1549245,2025435,OSWR,B143,10/17/2009,6:19:00,2.6,11.27,744,7.95,10.07,1.9,,2.2
1549246,2025436,OSWR,B143,10/17/2009,8:19:00,2.6,11.25,736,7.95,10.05,1.7,,2.6
1549247,2025437,OSWR,B143,10/17/2009,10:19:00,2.6,11.25,732,7.95,10.06,1.7,,2.1
1549248,2025438,OSWR,B143,10/17/2009,12:19:00,2.6,11.27,729,7.93,10.05,3.2,,2.6
1549661,2026113,OSWR,B143,10/17/2009,14:19:00,2.6,11.45,723,7.96,10.18,1.5,,2.3
1549662,2026114,OSWR,B143,10/17/2009,16:19:00,2.6,11.52,721,7.97,10.26,1.4,,2.3
1549663,2026115,OSWR,B143,10/17/2009,18:19:00,2.6,11.49,720,7.98,10.3,1.4,,2.5
1549664,2026116,OSWR,B143,10/17/2009,20:19:00,2.6,11.42,716,7.98,10.33,1.7,,2.2
1549665,2026117,OSWR,B143,10/17/2009,22:19:00,2.6,11.36,715,7.98,10.33,1.8,,3
1549666,2026118,OSWR,B143,10/18/2009,0:19:00,2.6,11.25,711,8,10.42,1.6,,3.3
1549667,2026119,OSWR,B143,10/18/2009,4:19:00,2.6,11.18,706,8,10.39,1.8,,2.9
1549668,2026120,OSWR,B143,10/18/2009,6:19:00,2.6,11.16,706,8,10.41,1.5,,2.7
1549669,2026121,OSWR,B143,10/18/2009,8:19:00,2.6,11.14,701,8,10.4,1.7,,2.9
1549670,2026122,OSWR,B143,10/18/2009,10:19:00,2.6,11.18,699,8,10.45,1.5,,2.2
1549671,2026123,OSWR,B143,10/18/2009,12:19:00,2.6,11.32,696,8.01,10.56,1.4,,2.6
1549950,2026662,OSWR,B143,10/18/2009,14:19:00,2.6,11.47,697,8.01,10.6,1.7,,3.1
1549951,2026663,OSWR,B143,10/18/2009,16:19:00,2.6,11.47,696,8.01,10.65,1.4,,2.2
1549952,2026664,OSWR,B143,10/18/2009,18:19:00,2.6,11.29,696,8.01,10.6,1.4,,3
1549954,2026666,OSWR,B143,10/18/2009,20:19:00,2.6,11.11,699,7.98,10.42,1.7,,2.2
1549956,2026668,OSWR,B143,10/18/2009,22:19:00,2.6,11.11,701,7.98,10.38,1.8,,3.1
1549959,2026671,OSWR,B143,10/19/2009,0:19:00,2.6,11.11,711,7.98,10.41,1.7,,2.3
1549961,2026673,OSWR,B143,10/19/2009,2:19:00,2.6,11.15,719,8,10.57,1.6,,2.8
1549963,2026675,OSWR,B143,10/19/2009,4:19:00,2.6,11.13,729,8.01,10.73,1.4,,2.9
1549964,2026676,OSWR,B143,10/19/2009,6:19:00,2.6,11.07,732,8.01,10.69,1.6,,2.3
1549966,2026678,OSWR,B143,10/19/2009,8:19:00,2.6,11,740,8.01,10.63,1.8,,2.9
1549968,2026680,OSWR,B143,10/19/2009,10:19:00,2.6,11,748,8.01,10.64,1.5,,2.8
1549970,2026682,OSWR,B143,10/19/2009,12:19:00,2.6,11.02,760,8.01,10.77,1.7,,2.8
1550384,2027374,OSWR,B143,10/19/2009,14:19:00,2.6,10.99,773,8.01,10.78,2.1,,2.2
1550385,2027375,OSWR,B143,10/19/2009,16:19:00,2.6,11.04,779,8,10.71,1.6,,2.6
1550386,2027376,OSWR,B143,10/19/2009,18:19:00,2.6,11.18,789,8.01,10.85,1.8,,1.5
1550387,2027377,OSWR,B143,10/19/2009,20:19:00,2.6,11.33,805,8.03,10.98,2.1,,3.2
1550388,2027378,OSWR,B143,10/19/2009,22:19:00,2.6,11.31,814,8,10.82,2.4,,2.2
1550389,2027379,OSWR,B143,10/20/2009,0:19:00,2.6,11.26,822,7.98,10.68,1.9,,2.5
1550390,2027380,OSWR,B143,10/20/2009,2:19:00,2.6,11.22,824,7.97,10.55,2,,3.1
1550391,2027381,OSWR,B143,10/20/2009,4:19:00,2.6,11.2,824,7.97,10.58,1.9,,2.3
1550392,2027382,OSWR,B143,10/20/2009,6:19:00,2.6,11.27,821,7.98,10.7,2.2,,2.3
1550393,2027383,OSWR,B143,10/20/2009,8:19:00,2.6,11.31,817,7.98,10.71,1.9,,2.8
1550394,2027384,OSWR,B143,10/20/2009,10:19:00,2.6,11.38,811,7.98,10.77,1.8,,2.4
1550395,2027385,OSWR,B143,10/20/2009,12:19:00,2.6,11.41,804,7.98,10.77,1.7,,2.2
